1.681127189078667206e-01 1.683860899181575388e-01 1.686586568960651566e-01 1.689296158092063183e-01 1.691997706899643072e-01 1.694659054088062389e-01 1.697328441600313986e-01 1.699957627493405010e-01 1.702578773062663753e-01 1.705199918631922773e-01 1.707804983553517508e-01 1.710426129122776528e-01 1.713031194044371264e-01 1.715676460585126573e-01 1.718313686802049600e-01 1.720975033990468916e-01 1.723636381178888233e-01 1.726305768691139830e-01 1.728991236851055435e-01 1.731652584039474752e-01
1.694659054088062389e-01 1.697328441600313986e-01 1.699957627493405010e-01 1.702578773062663753e-01 1.705199918631922773e-01 1.707804983553517508e-01 1.710426129122776528e-01 1.713031194044371264e-01 1.715676460585126573e-01 1.718313686802049600e-01 1.720975033990468916e-01 1.723636381178888233e-01 1.726305768691139830e-01 1.728991236851055435e-01 1.731652584039474752e-01 1.734346092523222360e-01 1.737023520359305961e-01 1.739692907871557559e-01 1.742362295383808879e-01 1.744991481276899903e-01
1.707804983553517508e-01 1.710426129122776528e-01 1.713031194044371264e-01 1.715676460585126573e-01 1.718313686802049600e-01 1.720975033990468916e-01 1.723636381178888233e-01 1.726305768691139830e-01 1.728991236851055435e-01 1.731652584039474752e-01 1.734346092523222360e-01 1.737023520359305961e-01 1.739692907871557559e-01 1.742362295383808879e-01 1.744991481276899903e-01 1.747644788141487215e-01 1.750265933710746236e-01 1.752895119603837260e-01 1.755524305496928283e-01 1.758177612361515596e-01
1.720975033990468916e-01 1.723636381178888233e-01 1.726305768691139830e-01 1.728991236851055435e-01 1.731652584039474752e-01 1.734346092523222360e-01 1.737023520359305961e-01 1.739692907871557559e-01 1.742362295383808879e-01 1.744991481276899903e-01 1.747644788141487215e-01 1.750265933710746236e-01 1.752895119603837260e-01 1.755524305496928283e-01 1.758177612361515596e-01 1.760855040197598920e-01 1.763540508357514525e-01 1.766258137812758422e-01 1.768999888239498608e-01 1.771757719313903079e-01
1.734346092523222360e-01 1.737023520359305961e-01 1.739692907871557559e-01 1.742362295383808879e-01 1.744991481276899903e-01 1.747644788141487215e-01 1.750265933710746236e-01 1.752895119603837260e-01 1.755524305496928283e-01 1.758177612361515596e-01 1.760855040197598920e-01 1.763540508357514525e-01 1.766258137812758422e-01 1.768999888239498608e-01 1.771757719313903079e-01 1.774531631035971557e-01 1.777313583081872317e-01 1.780071414156276510e-01 1.782845325878344989e-01 1.785611197276581463e-01
1.747644788141487215e-01 1.750265933710746236e-01 1.752895119603837260e-01 1.755524305496928283e-01 1.758177612361515596e-01 1.760855040197598920e-01 1.763540508357514525e-01 1.766258137812758422e-01 1.768999888239498608e-01 1.771757719313903079e-01 1.774531631035971557e-01 1.777313583081872317e-01 1.780071414156276510e-01 1.782845325878344989e-01 1.785611197276581463e-01 1.788344907379489646e-01 1.791094698130061835e-01 1.793836448556802021e-01 1.796546037688213915e-01 1.799279747791122097e-01
1.760855040197598920e-01 1.763540508357514525e-01 1.766258137812758422e-01 1.768999888239498608e-01 1.771757719313903079e-01 1.774531631035971557e-01 1.777313583081872317e-01 1.780071414156276510e-01 1.782845325878344989e-01 1.785611197276581463e-01 1.788344907379489646e-01 1.791094698130061835e-01 1.793836448556802021e-01 1.796546037688213915e-01 1.799279747791122097e-01 1.802013457894030002e-01 1.804723047025441895e-01 1.807456757128350078e-01 1.810190467231258260e-01 1.812908096686502157e-01
1.774531631035971557e-01 1.777313583081872317e-01 1.780071414156276510e-01 1.782845325878344989e-01 1.785611197276581463e-01 1.788344907379489646e-01 1.791094698130061835e-01 1.793836448556802021e-01 1.796546037688213915e-01 1.799279747791122097e-01 1.802013457894030002e-01 1.804723047025441895e-01 1.807456757128350078e-01 1.810190467231258260e-01 1.812908096686502157e-01 1.815633766465578058e-01 1.818359436244654237e-01 1.821077065699898134e-01 1.823778614507478024e-01 1.826464082667393629e-01
1.788344907379489646e-01 1.791094698130061835e-01 1.793836448556802021e-01 1.796546037688213915e-01 1.799279747791122097e-01 1.802013457894030002e-01 1.804723047025441895e-01 1.807456757128350078e-01 1.810190467231258260e-01 1.812908096686502157e-01 1.815633766465578058e-01 1.818359436244654237e-01 1.821077065699898134e-01 1.823778614507478024e-01 1.826464082667393629e-01 1.829149550827309234e-01 1.831810898015728550e-01 1.834448124232651578e-01 1.837077310125742602e-01 1.839674334723505333e-01
1.802013457894030002e-01 1.804723047025441895e-01 1.807456757128350078e-01 1.810190467231258260e-01 1.812908096686502157e-01 1.815633766465578058e-01 1.818359436244654237e-01 1.821077065699898134e-01 1.823778614507478024e-01 1.826464082667393629e-01 1.829149550827309234e-01 1.831810898015728550e-01 1.834448124232651578e-01 1.837077310125742602e-01 1.839674334723505333e-01 1.842295480292764354e-01 1.844892504890527085e-01 1.847513650459785828e-01 1.850150876676709133e-01 1.852796143217464164e-01
1.815633766465578058e-01 1.818359436244654237e-01 1.821077065699898134e-01 1.823778614507478024e-01 1.826464082667393629e-01 1.829149550827309234e-01 1.831810898015728550e-01 1.834448124232651578e-01 1.837077310125742602e-01 1.839674334723505333e-01 1.842295480292764354e-01 1.844892504890527085e-01 1.847513650459785828e-01 1.850150876676709133e-01 1.852796143217464164e-01 1.855457490405883481e-01 1.858126877918135078e-01 1.860812346078050683e-01 1.863473693266469999e-01 1.866151121102553601e-01
1.829149550827309234e-01 1.831810898015728550e-01 1.834448124232651578e-01 1.837077310125742602e-01 1.839674334723505333e-01 1.842295480292764354e-01 1.844892504890527085e-01 1.847513650459785828e-01 1.850150876676709133e-01 1.852796143217464164e-01 1.855457490405883481e-01 1.858126877918135078e-01 1.860812346078050683e-01 1.863473693266469999e-01 1.866151121102553601e-01 1.868804427967140913e-01 1.871465775155560229e-01 1.874119082020147542e-01 1.876732187265574281e-01 1.879369413482497309e-01
1.842295480292764354e-01 1.844892504890527085e-01 1.847513650459785828e-01 1.850150876676709133e-01 1.852796143217464164e-01 1.855457490405883481e-01 1.858126877918135078e-01 1.860812346078050683e-01 1.863473693266469999e-01 1.866151121102553601e-01 1.868804427967140913e-01 1.871465775155560229e-01 1.874119082020147542e-01 1.876732187265574281e-01 1.879369413482497309e-01 1.881990559051756329e-01 1.884635825592511638e-01 1.887281092133266669e-01 1.889942439321685985e-01 1.892627907481601868e-01
1.855457490405883481e-01 1.858126877918135078e-01 1.860812346078050683e-01 1.863473693266469999e-01 1.866151121102553601e-01 1.868804427967140913e-01 1.871465775155560229e-01 1.874119082020147542e-01 1.876732187265574281e-01 1.879369413482497309e-01 1.881990559051756329e-01 1.884635825592511638e-01 1.887281092133266669e-01 1.889942439321685985e-01 1.892627907481601868e-01 1.895305335317685191e-01 1.898022964772929089e-01 1.900756674875837271e-01 1.903498425302577457e-01 1.906264296700813932e-01
1.868804427967140913e-01 1.871465775155560229e-01 1.874119082020147542e-01 1.876732187265574281e-01 1.879369413482497309e-01 1.881990559051756329e-01 1.884635825592511638e-01 1.887281092133266669e-01 1.889942439321685985e-01 1.892627907481601868e-01 1.895305335317685191e-01 1.898022964772929089e-01 1.900756674875837271e-01 1.903498425302577457e-01 1.906264296700813932e-01 1.909038208422882410e-01 1.911796039497286881e-01 1.914586031867019367e-01 1.917367983912920126e-01 1.920117774663492316e-01
1.881990559051756329e-01 1.884635825592511638e-01 1.887281092133266669e-01 1.889942439321685985e-01 1.892627907481601868e-01 1.895305335317685191e-01 1.898022964772929089e-01 1.900756674875837271e-01 1.903498425302577457e-01 1.906264296700813932e-01 1.909038208422882410e-01 1.911796039497286881e-01 1.914586031867019367e-01 1.917367983912920126e-01 1.920117774663492316e-01 1.922875605737896787e-01 1.925617356164636973e-01 1.928318904972216585e-01 1.931044574751292764e-01 1.933770244530368665e-01
1.895305335317685191e-01 1.898022964772929089e-01 1.900756674875837271e-01 1.903498425302577457e-01 1.906264296700813932e-01 1.909038208422882410e-01 1.911796039497286881e-01 1.914586031867019367e-01 1.917367983912920126e-01 1.920117774663492316e-01 1.922875605737896787e-01 1.925617356164636973e-01 1.928318904972216585e-01 1.931044574751292764e-01 1.933770244530368665e-01 1.936471793337948555e-01 1.939205503440856460e-01 1.941939213543764642e-01 1.944664883322840820e-01 1.947398593425748725e-01
1.909038208422882410e-01 1.911796039497286881e-01 1.914586031867019367e-01 1.917367983912920126e-01 1.920117774663492316e-01 1.922875605737896787e-01 1.925617356164636973e-01 1.928318904972216585e-01 1.931044574751292764e-01 1.933770244530368665e-01 1.936471793337948555e-01 1.939205503440856460e-01 1.941939213543764642e-01 1.944664883322840820e-01 1.947398593425748725e-01 1.950132303528656907e-01 1.952841892660068801e-01 1.955535401143816410e-01 1.958212828979900011e-01 1.960866135844487324e-01
1.922875605737896787e-01 1.925617356164636973e-01 1.928318904972216585e-01 1.931044574751292764e-01 1.933770244530368665e-01 1.936471793337948555e-01 1.939205503440856460e-01 1.941939213543764642e-01 1.944664883322840820e-01 1.947398593425748725e-01 1.950132303528656907e-01 1.952841892660068801e-01 1.955535401143816410e-01 1.958212828979900011e-01 1.960866135844487324e-01 1.963503362061410351e-01 1.966132547954501375e-01 1.968753693523760395e-01 1.971350718121523127e-01 1.973963823366949866e-01
1.936471793337948555e-01 1.939205503440856460e-01 1.941939213543764642e-01 1.944664883322840820e-01 1.947398593425748725e-01 1.950132303528656907e-01 1.952841892660068801e-01 1.955535401143816410e-01 1.958212828979900011e-01 1.960866135844487324e-01 1.963503362061410351e-01 1.966132547954501375e-01 1.968753693523760395e-01 1.971350718121523127e-01 1.973963823366949866e-01 1.976576928612376882e-01 1.979222195153131914e-01 1.981851381046222937e-01 1.984512728234642254e-01 1.987174075423061848e-01
1.950132303528656907e-01 1.952841892660068801e-01 1.955535401143816410e-01 1.958212828979900011e-01 1.960866135844487324e-01 1.963503362061410351e-01 1.966132547954501375e-01 1.968753693523760395e-01 1.971350718121523127e-01 1.973963823366949866e-01 1.976576928612376882e-01 1.979222195153131914e-01 1.981851381046222937e-01 1.984512728234642254e-01 1.987174075423061848e-01 1.989851503259145171e-01 1.992536971419060776e-01 1.995206358931312374e-01 1.997891827091227979e-01 2.000577295251143584e-01
