8.040323832082661276e-07 0.000000000000000000e+00 8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 1.608064766416532255e-06 4.824194299249596977e-06 8.844356215290927509e-06 1.608064766416532213e-05 2.653306864587278083e-05 4.100565154362157007e-05 6.030242874061995798e-05 8.683549738649274220e-05 1.206048574812399160e-04 1.624145414080697643e-04 2.170887434662318487e-04 2.838234312725179112e-04 3.690508638925941239e-04 4.735750737096687448e-04 5.982000931069500049e-04 7.389057601683965328e-04 8.940840101275918670e-04 1.066950972517369039e-03 1.252682453038478664e-03 1.450474419307712023e-03 1.657914774175444587e-03 1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03
8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 8.040323832082661276e-07 1.608064766416532255e-06 4.824194299249596977e-06 8.844356215290927509e-06 1.608064766416532213e-05 2.653306864587278083e-05 4.100565154362157007e-05 6.030242874061995798e-05 8.683549738649274220e-05 1.206048574812399160e-04 1.624145414080697643e-04 2.170887434662318487e-04 2.838234312725179112e-04 3.690508638925941239e-04 4.735750737096687448e-04 5.982000931069500049e-04 7.389057601683965328e-04 8.940840101275918670e-04 1.066950972517369039e-03 1.252682453038478664e-03 1.450474419307712023e-03 1.657914774175444587e-03 1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03
4.824194299249596977e-06 8.844356215290927509e-06 1.608064766416532213e-05 2.653306864587278083e-05 4.100565154362157007e-05 6.030242874061995798e-05 8.683549738649274220e-05 1.206048574812399160e-04 1.624145414080697643e-04 2.170887434662318487e-04 2.838234312725179112e-04 3.690508638925941239e-04 4.735750737096687448e-04 5.982000931069500049e-04 7.389057601683965328e-04 8.940840101275918670e-04 1.066950972517369039e-03 1.252682453038478664e-03 1.450474419307712023e-03 1.657914774175444587e-03 1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03
6.030242874061995798e-05 8.683549738649274220e-05 1.206048574812399160e-04 1.624145414080697643e-04 2.170887434662318487e-04 2.838234312725179112e-04 3.690508638925941239e-04 4.735750737096687448e-04 5.982000931069500049e-04 7.389057601683965328e-04 8.940840101275918670e-04 1.066950972517369039e-03 1.252682453038478664e-03 1.450474419307712023e-03 1.657914774175444587e-03 1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02
2.838234312725179112e-04 3.690508638925941239e-04 4.735750737096687448e-04 5.982000931069500049e-04 7.389057601683965328e-04 8.940840101275918670e-04 1.066950972517369039e-03 1.252682453038478664e-03 1.450474419307712023e-03 1.657914774175444587e-03 1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02 1.103775655668307737e-02 1.129826304884255436e-02 1.155635744385240943e-02 1.181203974171263736e-02 1.206691800718965799e-02
8.940840101275918670e-04 1.066950972517369039e-03 1.252682453038478664e-03 1.450474419307712023e-03 1.657914774175444587e-03 1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02 1.103775655668307737e-02 1.129826304884255436e-02 1.155635744385240943e-02 1.181203974171263736e-02 1.206691800718965799e-02 1.232018820790026226e-02 1.257506647337728115e-02 1.282833667408788542e-02 1.308401897194811335e-02 1.333889723742513397e-02
1.874199485258468178e-03 2.098524520173574402e-03 2.327673749387930337e-03 2.564059270051160730e-03 2.802052855480807476e-03 3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02 1.103775655668307737e-02 1.129826304884255436e-02 1.155635744385240943e-02 1.181203974171263736e-02 1.206691800718965799e-02 1.232018820790026226e-02 1.257506647337728115e-02 1.282833667408788542e-02 1.308401897194811335e-02 1.333889723742513397e-02 1.359699163243498730e-02 1.385347796267842428e-02 1.411398445483790301e-02 1.437368691461417269e-02 1.463740953630648413e-02
3.044870635209703715e-03 3.292512609237849448e-03 3.541762648032411968e-03 3.795836881126224416e-03 4.052323211369661393e-03 4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02 1.103775655668307737e-02 1.129826304884255436e-02 1.155635744385240943e-02 1.181203974171263736e-02 1.206691800718965799e-02 1.232018820790026226e-02 1.257506647337728115e-02 1.282833667408788542e-02 1.308401897194811335e-02 1.333889723742513397e-02 1.359699163243498730e-02 1.385347796267842428e-02 1.411398445483790301e-02 1.437368691461417269e-02 1.463740953630648413e-02 1.490032812561558652e-02 1.516324671492469064e-02 1.542696933661700208e-02 1.568908389354289543e-02 1.595119845046879051e-02
4.312829703529139254e-03 4.574140228071826159e-03 4.840274946913762123e-03 5.106409665755698088e-03 5.378172611280092157e-03 5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02 1.103775655668307737e-02 1.129826304884255436e-02 1.155635744385240943e-02 1.181203974171263736e-02 1.206691800718965799e-02 1.232018820790026226e-02 1.257506647337728115e-02 1.282833667408788542e-02 1.308401897194811335e-02 1.333889723742513397e-02 1.359699163243498730e-02 1.385347796267842428e-02 1.411398445483790301e-02 1.437368691461417269e-02 1.463740953630648413e-02 1.490032812561558652e-02 1.516324671492469064e-02 1.542696933661700208e-02 1.568908389354289543e-02 1.595119845046879051e-02 1.621009687786185288e-02 1.647140740240454065e-02 1.672950179741439225e-02 1.699000828957386924e-02 1.724729865220051700e-02
5.651543621570902579e-03 5.924914631861713001e-03 6.201501771685356129e-03 6.478892943892208302e-03 6.753067986566226900e-03 7.030459158773079073e-03 7.305438233830305848e-03 7.576397146971491740e-03 7.848964124879093118e-03 8.118314973253862657e-03 8.386057756862215842e-03 8.652996508087359984e-03 8.917523162162878728e-03 9.182853848621606516e-03 9.448184535080334304e-03 9.713515221539062092e-03 9.980453972764206233e-03 1.024498062683972671e-02 1.051191937806487085e-02 1.077483796737397324e-02 1.103775655668307737e-02 1.129826304884255436e-02 1.155635744385240943e-02 1.181203974171263736e-02 1.206691800718965799e-02 1.232018820790026226e-02 1.257506647337728115e-02 1.282833667408788542e-02 1.308401897194811335e-02 1.333889723742513397e-02 1.359699163243498730e-02 1.385347796267842428e-02 1.411398445483790301e-02 1.437368691461417269e-02 1.463740953630648413e-02 1.490032812561558652e-02 1.516324671492469064e-02 1.542696933661700208e-02 1.568908389354289543e-02 1.595119845046879051e-02 1.621009687786185288e-02 1.647140740240454065e-02 1.672950179741439225e-02 1.699000828957386924e-02 1.724729865220051700e-02 1.750780514435999399e-02 1.776750760413626368e-02 1.803123022582857685e-02 1.829656091228730463e-02 1.856510772827886513e-02
